title,address,date,description,price,phone,link
3 bedroom house for sale,"Pinkston Road,
Glasgow,
G4",23/03/2020,"Plot 270 is a stylish three bedroom mid-terraced home. With a large airy lounge, downstairs W.C and contemporary kitchen/diner this modern home is perfect for family life.","£214,000",01728 571041,https://www.rightmove.co.uk//property-for-sale/property-90750797.html
3 bedroom detached house for sale,"Lion Mews, Glasgow, G66",23/03/2020,"PurpleBricks are delighted to present to the market this show home quality, 3 bedroom, detached family home in the always popular Woodilee development. Smartly presented detached homes in this area are always sought after and are of interest to an assortment of buyers, ranging from families and f...","£264,999",0121 396 0877,https://www.rightmove.co.uk//property-for-sale/property-90750254.html
2 bedroom flat for sale,"17 Newcroft Drive, ,   G44 5RT, GLASGOW",23/03/2020,"***GOING TO AUCTION***Brighton & Beck Property Group offer to Online Auction this spacious 2 bedroom Upper Cottage Flat in the popular Croftfoot area in the South side of Glasgow. The property comprises of lounge with kitchen off, two bedrooms and bathroom. The property fully benefits from gas ce...","£55,000",0800 130 3341,https://www.rightmove.co.uk//property-for-sale/property-78393970.html
2 bedroom semi-detached bungalow for sale,"Broomknowe, Cumbernauld",23/03/2020,"Idyllic 2 bedroom semi detached bungalow with driveway and garage, located in a highly sought after address in Balloch, Cumbernauld seldom available on the open market.  The subjects have been tastefully upgraded and offer walk in condition accommodation.  Early viewing is highly recommended to a...","£152,500",01324 324060,https://www.rightmove.co.uk//property-for-sale/property-78393811.html
3 bedroom terraced house for sale,"Meiklerigg Crescent, Old Pollok, Glasgow, G53",23/03/2020,"Beautifully appointed recently refurbished mid-terrace villa, presented in true walk in condition. Hallway, generous lounge, newly fitted kitchen, three double bedrooms and newly modern fitted bathroom suite. Quiet location, private gardens. Gas central heating and double glazing.","£139,995",0141 392 0127,https://www.rightmove.co.uk//property-for-sale/property-78393766.html
3 bedroom terraced house for sale,"Fossil Grove, Kirkintilloch",23/03/2020,Located within location of Harestanes this 3 bedroom mid terrace has been presented and maintained to an exceptional standard throughout. For further information or to arrange a viewing appointment please call the office on . EER - C,"£117,500",0141 392 0298,https://www.rightmove.co.uk//property-for-sale/property-78393781.html
4 bedroom detached house for sale,"Davieland Road, Giffnock, Glasgow, G46",23/03/2020,"A spacious, traditionally built detached house overlooking Rouken Glen Park.","£650,000",0141 392 0093,https://www.rightmove.co.uk//property-for-sale/property-69278589.html
4 bedroom terraced house for sale,"Rigmuir Road, Glasgow, G51",23/03/2020,Talk Through of Property Available. Contact Information Available @ This is a well presented and very spacious three/four bedroom mid terraced home situated in the popular Shieldhall area of Glasgow's Southside ideally ...,"£110,000",0121 396 0877,https://www.rightmove.co.uk//property-for-sale/property-90747842.html
3 bedroom end of terrace house for sale,"Pinkston Road, Glasgow, G4 0DD",23/03/2020,"The stylish three bedroom Holmwood is a modern take on a traditional family home. Designed to help you make the most of family life, the Holmwood has everything you would want from a modern...","£214,000",0141 392 0463,https://www.rightmove.co.uk//property-for-sale/property-69278439.html
2 bedroom flat for sale,"Finlay Drive, Glasgow, Glasgow",23/03/2020,"The property has been INDEPENDENTLY VALUED at £135,000 by a Royal Institution of Chartered Surveyors (RICS) qualified surveyor. PRICED TO SELL - No Onward Chain - Ideal Investment Opportunity - Third Floor - Fitted Kitchen - Master Bedroom with En Suite Shower Room - Communal Gardens - Re...","£132,500",0161 416 6302,https://www.rightmove.co.uk//property-for-sale/property-80227879.html
2 bedroom flat for sale,"Maukinfauld Road, Glasgow, G32 8TS",23/03/2020,"***SEE VIDEO***Keys Estate Agents are pleased to offer to the market this modern ground floor flat set within the popular address of Maukinfauld Road, Tollcross. The accommodation on offer comprises,...","£59,950",0141 392 0463,https://www.rightmove.co.uk//property-for-sale/property-67526211.html
2 bedroom semi-detached house for sale,"Easterton Avenue, Busby, GLASGOW",23/03/2020,"* Home Report Available via the Link On This Website * Beautifully Presented, Bright & Spacious Two Bedroom Semi-Detached Villa * Large Plot - Possibility For Extending (Subject To Planning & Consents) * Walk In Condition - Modern & Neutral Decor, GCH & DG Throughout ","£160,000",0141 212 8686,https://www.rightmove.co.uk//property-for-sale/property-69277434.html
4 bedroom detached house for sale,"Newton Farm Road,
Cambuslang,
G72 6PZ",21/03/2020,Modern DETACHED home boasts an OPEN-PLAN kitchen/dining with LAUNDRY and FRENCH DOORS leading to GARDEN. Master bedroom with EN-SUITE. GARAGE.,"£277,000",0141 392 0467,https://www.rightmove.co.uk//property-for-sale/property-93452963.html
1 bedroom ground floor flat for sale,"Glen Lee, Glasgow, G74",21/03/2020,"This well maintained ground floor flat is conveniently located for all local amenities and transport links. Boasting one large double bedroom, spacious lounge, modern kitchen and fitted bathroom, this property will be popular. Early viewing is advised to appreciate the high quality finishes throu...","£50,000",0121 396 0877,https://www.rightmove.co.uk//property-for-sale/property-89928716.html
3 bedroom flat for sale,"Trinity Drive, Uddingston, Glasgow",21/03/2020,"This generously proportioned, modern first floor flat is conveniently placed, only a short walk from Uddingston Main Street and its amenities. The flat was built by Barratt Homes circa 2010 and is neutrally decorated throughout whilst featuring double glazing, electric heating and a secu.","£169,999",01698 650083,https://www.rightmove.co.uk//property-for-sale/property-90700094.html
3 bedroom terraced house for sale,"Glen More, St. Leonards, East Kilbride, G74",21/03/2020,"Set in an area popular with young families, is this recently upgraded three-bedroom terraced villa. It is close to highly regarded primary and secondary schools, sports and recreational facilities, regular bus services, Train Station, Village and Town Centre.","£125,000",01355 516020,https://www.rightmove.co.uk//property-for-sale/property-90675119.html
3 bedroom end of terrace house for sale,"Springhill Farm Road, Baillieston, Glasgow, Lanarkshire, G69",21/03/2020,"Immediate internal inspection is strongly recommended to fully appreciate this well proportioned end terraced villa which offers ideal accommodation for young couples and families alike as set amidst this cul-de-sac setting. Built by Persimmon Homes, the property benefits from being l...","£165,000",0141 392 0075,https://www.rightmove.co.uk//property-for-sale/property-78331414.html
5 bedroom detached house for sale,"Lavender Court, Uddingston",21/03/2020,***View this home from the comfort of your own with our Upload Abode 3D Virtual Tour*** Upload Abode is delighted to present this graceful 5 bedroom detached home situated in a popular area of Uddingston.,"£265,000",01698 650111,https://www.rightmove.co.uk//property-for-sale/property-69248388.html
3 bedroom terraced house for sale,"Cadzow Green, West Mains, East Kilbride, G74",20/03/2020,"Charming terraced villa in lovely residential street. Minutes walk from town centre, village & highly regarded schools. In need of some upgrading, comprising hall, lounge/dining, fitted kitchen, 3 good sized beds, bathroom, gch, dg, level back & front gardens.Will appeal to many so viewing a must.","£114,995",01355 516019,https://www.rightmove.co.uk//property-for-sale/property-90683822.html
5 bedroom detached bungalow for sale,"109 Henderland Road, Bearsden, G61 1JD",20/03/2020,"Occupying arguably the best corner plot on Henderland Road, this exceptional eight apartment, extended family home offers a balance of great character and modern convenience.","£449,000",0141 392 0134,https://www.rightmove.co.uk//property-for-sale/property-90682472.html
3 bedroom flat for sale,"Walker Street , Flat 1/2 , Partick, Glasgow , G11 6RE",20/03/2020,"HD Video Available. This bright, well-appointed, three bedroom apartment enjoys a preferred, first floor position within an impressive, modern development and has the added benefits of private, South-facing balcony and private parking within a gated, coutryard-style, parking area. Per...","£199,000",0141 392 0187,https://www.rightmove.co.uk//property-for-sale/property-69235329.html
1 bedroom apartment for sale,"Schaw Drive, Bearsden, Glasgow",20/03/2020,"A stunning one bedroomed apartment within Bearsden’s iconic and landmark “B” listed building, Schaw House. It is one of only twenty-three properties that is fortunate to call Schaw House home and forms part of the superb redevelopment of this former convalescence home by the hi...","£210,000",0141 392 0116,https://www.rightmove.co.uk//property-for-sale/property-69235203.html
1 bedroom ground floor flat for sale,"6 Kennedy Path, Glasgow, G4",20/03/2020,"This super fresh and ready to go one bedroom apartment offers a fabulous location in the exceptionally handy Townhead area of the city centre, perfect for the nearby universities, college and Royal Infirmary. The property is situated on the ground floor, accessed from a recently upgraded secure ...","£100,000",0121 396 0877,https://www.rightmove.co.uk//property-for-sale/property-90682232.html
3 bedroom terraced house for sale,"Westland Drive, Jordanhill, Glasgow , G14 9JQ",20/03/2020,"A well-appointed, three bedroom, mid-terrace villa which backs towards onto a nature trail and enjoys a fantastic, central position within a sought after Jordanhill address. Westland Drive is a peaceful address in the much sought after, list 1 catchment area for Jordanhill schools. Th...","£259,000",0141 392 0187,https://www.rightmove.co.uk//property-for-sale/property-69235170.html
2 bedroom flat for sale,"Fairyknowe Court, Bothwell, Glasgow, G71",26/06/2020,"Nestled in a quiet & exclusive cul de sac, this (1st floor) flat offers you spacious living with everything you'll need for your comfort and enjoyment. Initial highlights include a corner living room with dual aspect windows, kitchen with dining space, 2 double bedrooms, bathroom & en-suite. ","£195,000",01698 852237,https://www.rightmove.co.uk//property-for-sale/property-94016216.html
2 bedroom flat for sale,"42 Maxwellton Avenue, Calderwood, East Kilbride, G74 3LU",20/03/2020,A conveniently located bright and airy first floor flat which offers an excellent opportunity for the first-time buyer and investor markets. The Energy Performance Rating is Band C. ,"£65,000",0141 392 0214,https://www.rightmove.co.uk//property-for-sale/property-90682214.html
5 bedroom detached house for sale,"Tinto Drive, Cumbernauld, Glasgow, North Lanarkshire, G68",20/03/2020,"Well presented detached villa offering substantial family accommodation, with an extension providing a separate living quarter in the form of a ""granny flat"" which is rarely available. The house is in excellent decorative condition throughout and ready to move into. The main house ...","£310,000",01236 355025,https://www.rightmove.co.uk//property-for-sale/property-78334285.html
2 bedroom terraced house for sale,"Range Place, Glenmill Estate, Glasgow, G53",20/03/2020,"Perfectly placed within this highly popular residential estate, this beautifully presented modern build mid terrace villa will appeal to a wide range of buyers. Comprises, entrance hall , spacious front facing lounge, high quality fitted breakfasting kitchen with gas hob and matching electri...","£135,000",0141 392 0077,https://www.rightmove.co.uk//property-for-sale/property-69232851.html
3 bedroom semi-detached house for sale,"Brenfield Avenue, Muirend, G44",20/03/2020,"Perfectly placed for a wide range of amenities this well presented and extended semi detached villa is sure to appeal to the family and professional market alike. Comprises , broad reception hall, lounge / dining room , open plan breakfasting room with adjoining family room, guest w.c, good ...","£220,000",0141 392 0077,https://www.rightmove.co.uk//property-for-sale/property-69232848.html
6 bedroom detached house for sale,"Strathmiglo Court, Hairmyres, East Kilbride",20/03/2020,"Hello, are you looking for a very well presented, recently renovated, 6 bedroom detached family home, in a quiet cul de sac in Hairmyres with ample parking, which is within walking distance of the train station and close to local shops? Would you like a good size lounge, with feature fire (cont.)","£284,995",01698 650062,https://www.rightmove.co.uk//property-for-sale/property-90680711.html
4 bedroom semi-detached house for sale,"Carswell Road, Newton Mearns, Glasgow, G77 6NZ",20/03/2020,"Having been substantially extended by way of full width extensions to both front and rear, this deceptively spacious semi detached villa offers generous levels of accommodation over two main levels with a flexible layout and modern specification. Internally, the property comprises of front TV/sit...","£200,000",0141 392 0188,https://www.rightmove.co.uk//property-for-sale/property-69231576.html
3 bedroom detached villa for sale," 65 Broomfield Avenue, Newton Mearns, G77 5JR",20/03/2020,"A deceptively spacious detached villa, located within the close proximity to local amenities and within catchment area for the highly reputable Kirkhill, St Clare’s and Calderwood Primary Schools and Mearns Castle & St Ninian’s Secondary Schools.","£335,000",0141 392 0210,https://www.rightmove.co.uk//property-for-sale/property-90680156.html
3 bedroom duplex for sale,"Flat 38 The Matrix, 112 Cowcaddens Road, Glasgow, G4 0HL",20/03/2020,"This contemporary, 3 bedroom, duplex apartment is in one of the city’s iconic and stylish modern developments. This light and spacious apartment has a south facing balcony and private parking making it a fantastic buy for the young professionals or for those looking for the perfect city pad.","£239,999",0141 392 0209,https://www.rightmove.co.uk//property-for-sale/property-69231474.html
3 bedroom detached house for sale,"Castlehill Drive, Newton Mearns, Glasgow, East Renfrewshire, G77",20/03/2020,"An outstanding three bedroom family home, situated within easy reach of all the fantastic amenities that Newton Mearns has to offer. The accommodation comprises a wonderful open plan lounge, which continues through the dining area to a sun room positioned at the rear of the property. C...","£340,000",0141 392 0099,https://www.rightmove.co.uk//property-for-sale/property-78331843.html
4 bedroom house for sale,"Quarrybrae Gardens, Uddingston, Glasgow",20/03/2020,"Looking for a spacious detached villa situated within a large plot, gardens to front side and rear, cul-de-sac sited and in a quiet yet popular residential area of Uddingston? Quarrybrae Gardens, in need of a degree of internal upgrade for a fabulous family home. The accommodati...","£145,000",01690 517014,https://www.rightmove.co.uk//property-for-sale/property-69231207.html
2 bedroom semi-detached bungalow for sale,"Pitcairn Crescent, Hairmyres, East Kilbride, G75",20/03/2020,"This very well maintained, extended two-bedroom semi-detached bungalow with driveway and garage is close to all local amenities, Hairmyres Train Station and regular bus services.","£185,000",01355 516020,https://www.rightmove.co.uk//property-for-sale/property-90676820.html
3 bedroom flat for sale,"Kinellar Drive, Garscadden, Glasgow, G14",20/03/2020,"An extremely spacious, three bedroom upper cottage flat presented for sale in excellent decorative order after many improvements made by the present owners. There is also a very large south west facing rear garden. The accommodation on the first floor comprises reception hallway with w...","£110,000",0141 392 0072,https://www.rightmove.co.uk//property-for-sale/property-78331624.html
2 bedroom flat for sale,"Sinclair Drive, Glasgow, Lanarkshire, G42",20/03/2020,"LINK TO VIDEO TOUR: Set within one of the south-side's most vibrant locations, 137 Sinclair Drive offers a unique opportunity to purchase one of the most beautifully presented flats in the Southside of ...","£135,000",0141 392 0071,https://www.rightmove.co.uk//property-for-sale/property-69231075.html
2 bedroom terraced house for sale,"Glendevon Square, Ruchazie, Glasgow, G33",20/03/2020,Situated within a quiet cul-de-sac location is this modern 2 bedroom mid terraced villa offering spacious accommodation over two levels. The terraced is built on a curve where the front is narrower than the rear of the building making it a truly deceptively spacious property! Accommoda...,"£95,000",0141 392 0078,https://www.rightmove.co.uk//property-for-sale/property-69231057.html
2 bedroom semi-detached house for sale,"Barrachnie Road, Garrowhill, Glasgow, Lanarkshire, G69",20/03/2020,Immediate internal viewing is strongly recommended to fully appreciate this Henry Boot built extended semi detached villa which occupies this elevated site and although requiring a degree of modernisation offers ideal accommodation for today's young couples and growing families alike who require ...,"£130,000",0141 392 0075,https://www.rightmove.co.uk//property-for-sale/property-78331417.html
2 bedroom apartment for sale,"Sherbrooke Drive, Glasgow",20/03/2020,A great example of a spacious well laid out flat which forms part of a refurbished apartment complex within a sought after residential pocket of Bellahouston.,"£120,000",0141 392 0299,https://www.rightmove.co.uk//property-for-sale/property-78331099.html
5 bedroom detached villa for sale," Mallets Rise, Malletsheugh Road, Newton Mearns, G77 6PR",20/03/2020,Plot 21: Mallets Rise by award winning David Wilson Homes featuring a range of four and five bedroom homes.,"£551,995",0141 392 0210,https://www.rightmove.co.uk//property-for-sale/property-90676094.html
3 bedroom terraced house for sale,"Mauchline, Calderwood, EAST KILBRIDE",20/03/2020,"* Home Report Available via the link on this website * Beautifully Presented & Spacious, Three Bedroom Terraced Family Home * Modern & Neutral Decor Along With GCH & DG Throughout * Open Plan Lounge and Dining Room, Fitted Kitchen & Bathroom * Three Spacious Bed (cont.)","£115,000",01352 385051,https://www.rightmove.co.uk//property-for-sale/property-90675779.html
4 bedroom detached villa for sale,"Hillside Terrace, Milton of Campsie, G66 8BP",20/03/2020,"A deceptively spacious, four bedroomed, detached chalet style villa, set in a mature, end of cul-de-sac plot, extending to approximately 0.25acre. This well positioned family home has stunning northe...","£285,000",0141 392 0900,https://www.rightmove.co.uk//property-for-sale/property-90675704.html
3 bedroom bungalow for sale,"76 Kirkintilloch Road, Lenzie, G66 4LD",20/03/2020,"Enjoying a fabulous location at the centre of the village, this is a rare opportunity to purchase an a detached bungalow set on a generous plot. EPC -D.","£275,000",0141 392 0439,https://www.rightmove.co.uk//property-for-sale/property-78330058.html
2 bedroom flat for sale,"Parsonage Square, Collegelands, Glasgow, Lanarkshire, G4",20/03/2020,"Designed to echo the historical cloister gardens of the Medieval monastery which once sat nearby, being set around an urban quadrangle, the Parsonage Square development has a great community spirit with an active owners association and high owner occupancy. The accommodation is accessed via a com...","£150,000",0141 392 0096,https://www.rightmove.co.uk//property-for-sale/property-69229908.html
1 bedroom flat for sale,"Newlands Road , Flat 3/3 , Cathcart , Glasgow , G44 4EU",20/03/2020,"HD Property Video Available. A well presented one bedroom traditional tenement apartment. The property is positioned on the third floor and is held within a blonde sandstone tenement block which offers a highly convenient location, in close proximity to the wide selection of amenities in the Cat...","£67,000",0141 392 0182,https://www.rightmove.co.uk//property-for-sale/property-69229890.html
3 bedroom apartment for sale,"Glencroft Road, Glasgow, G44",20/03/2020,"Attractive main door LOWER COTTAGE FLAT occupying an enviable position within this established residential district, a short stroll from King’s Park and Croftfoot Primary School. The property offers a flexible layout and benefits from newly updated gas central heating and double glazing, as...","£89,000",07434 549462,https://www.rightmove.co.uk//property-for-sale/property-69229788.html
4 bedroom detached house for sale,"Manse View, Blantyre",20/03/2020,"Hello, are you looking for a gorgeous, 4/5 bedroom detached family home with garage conversion, in a small, quiet, desirable estate in Blantyre? Would you like it to be in a prime location, set within a small cul-de-sac, but also within easy reach of the motorway network? How about a b (cont.)","£259,995",01698 650062,https://www.rightmove.co.uk//property-for-sale/property-90675365.html
2 bedroom semi-detached house for sale,"Dundonald Crescent, Newton Mearns, Glasgow",07/02/2020,"Virtual viewing available. Semi detached two bedroom property with single garage, driveway and fully enclosed rear garden. Ideally located with school catchment areas and the commuter in mind.","£185,000",0141 392 0107,https://www.rightmove.co.uk//property-for-sale/property-77297212.html
5 bedroom detached house for sale,"Norman Macleod Crescent, Bearsden",20/03/2020,"A hugely impressive family home, this five bedroomed detached house, built by Gladedale Homes just over ten years ago, forms part of their increasingly acclaimed Academy Grove development – a high quality development with a wonderful location just to the north of Bearsden Cross (the heart o...","£639,000",0141 392 0116,https://www.rightmove.co.uk//property-for-sale/property-69229548.html
2 bedroom flat for sale,"2/2, 423, Carmunnock Road, Glasgow, G45 9DG",20/03/2020,"**3D TOUR AVAILABLE** A bright and attractive, 2 bedroomed, second floor level flat with a recently upgraded interior and private balcony with splendid open views to front, situated within an established residential locale. EPC - C.","£65,000",0141 392 0215,https://www.rightmove.co.uk//property-for-sale/property-78326596.html
3 bedroom apartment for sale,"Weymouth Drive, Kelvindale, Glasgow",20/03/2020,"This recently upgraded and immaculately presented second floor apartment is situated in a convenient location in the highly popular and sought after Kelvindale area. The property is well placed for Kelvindale Railway station, convenience shopping on Kelvindale Road, Cleveden Road and is only a sh...","£159,000",0141 392 0201,https://www.rightmove.co.uk//property-for-sale/property-78326593.html
4 bedroom detached house for sale,"Knowes Road, Newton Mearns, Glasgow, G77",20/03/2020,An extremely spacious traditional detached house within private secluded landscaped gardens.,"£475,000",0141 392 0093,https://www.rightmove.co.uk//property-for-sale/property-69228426.html
4 bedroom detached house for sale,"Mavor Avenue,
East Kilbride,
Glasgow,
G74",20/03/2020,"The Fenton is a stylish, modern and spacious home. The kitchen is a perfect space for entertaining as its open-plan design includes a dining area and access to the back garden.
The ground floor also offers a separate utility room and WC.
Upstairs comprises four double bedrooms, with the master be...","£274,995",0141 392 0037,https://www.rightmove.co.uk//property-for-sale/property-81015496.html
4 bedroom detached house for sale,"Mavor Avenue,
East Kilbride,
Glasgow,
G74",20/03/2020,"Enjoy family meals in the spacious dining kitchen that's filled with natural light from the full height glazed bay. There's also a separate utility room for a little extra practical space.
A light and airy lounge is ideal for relaxing and socialising.
Upstairs there are four bedrooms, meaning the...","£254,995",0141 392 0037,https://www.rightmove.co.uk//property-for-sale/property-81015487.html
4 bedroom detached house for sale,"Oakridge Road,
Bargeddie,
Glasgow,
G69",20/03/2020,"This stylish home features open-plan living that's ever-popular with growing families. There's also added security with an integral garage. The large open-plan kitchen is ideal for modern living with a dining area that has French doors leading to the garden, and a separate utility room. A spacio...",Coming Soon,0141 392 0468,https://www.rightmove.co.uk//property-for-sale/property-91056167.html
4 bedroom detached house for sale,"Oakridge Road,
Bargeddie,
Glasgow,
G69",20/03/2020,"Introducing The Inveraray, a detached 4 bedroom home designed with modern family living in mind.
Downstairs, the open-plan kitchen/diner with French doors leads to the garden, plus a spacious lounge perfect for the family to relax in and a handy downstairs cloakroom. Upstairs you’ll find t...",Coming Soon,0141 392 0468,https://www.rightmove.co.uk//property-for-sale/property-91056179.html
4 bedroom detached house for sale,"Oakridge Road,
Bargeddie,
Glasgow,
G69",20/03/2020,"A beautiful family kitchen is the heart of this attractive new home, with a breakfast area and French doors to the back garden.
Also on the ground floor is a relaxing lounge that's ideal for entertaining.
Upstairs, there are four spacious double bedrooms, including the master with its own en suit...",Coming Soon,0141 392 0468,https://www.rightmove.co.uk//property-for-sale/property-91056185.html
4 bedroom terraced house for sale,"Redwood Drive, 
East Kilbride, 
GLASGOW, 
SOUTH LANARKSHIRE, 
G74",20/03/2020,"The Leven is a four bedroom home perfect for families. From the entrance hallway you have access to open-plan living space which incorporates the lounge, kitchen and dining room. Onto the first floor, there's two double bedrooms, one offering an en suite shower room. Leading upstairs again the se...","£249,995",01355 516054,https://www.rightmove.co.uk//property-for-sale/property-89850146.html
4 bedroom end of terrace house for sale,"Redwood Drive, 
East Kilbride, 
GLASGOW, 
SOUTH LANARKSHIRE, 
G74",20/03/2020,"READY TO RESERVE NOW WITH £13,500 TOWARDS YOUR DEPOSIT AND APPLIANCES INCLUDED. BOOK A TELEPHONE APPOINTMENT TODAY TO FIND OUT MORE. The Leven is a four bedroom home perfect for a growing family. From the entrance hallway you have access the open plan kitchen and dining area, with a bright airy ...","£269,995",01355 516054,https://www.rightmove.co.uk//property-for-sale/property-89850149.html
5 bedroom terraced house for sale,"Ewing Street, Rutherglen, GLASGOW",20/03/2020,"* Home Report Available via the Link On This Website * Beautifully Presented, Bright & Spacious Five Bedroom Family Home * Walk In Condition Boasting Modern & Neutral Decor Throughout * Multi Functional Floor Plan Offering Flexible Family Living Over Three Levels ","£255,000",0141 212 8686,https://www.rightmove.co.uk//property-for-sale/property-69227094.html
3 bedroom villa for sale,"4 Slenavon Avenue, Rutherglen, Glasgow, G73 5LU",20/03/2020,"** 3D TOUR AVAILABLE** A fabulous, 3 bedroomed, mid terraced family home, seldom available to the market and in immaculate order throughout, sitting on a south facing garden plot within a well established residential location.  EPC -D.","£95,000",0141 392 0215,https://www.rightmove.co.uk//property-for-sale/property-78324178.html
3 bedroom semi-detached villa for sale,"Monteith Drive, Clarkston, Glasgow, G76",20/03/2020,A lovely semi-detached villa situated in a highly popular Clarkston address.,"£205,000",0141 392 0260,https://www.rightmove.co.uk//property-for-sale/property-69226446.html
2 bedroom end of terrace house for sale,"Dukes Road, Cambuslang, Glasgow, South Lanarkshire, G72",20/03/2020,"Spacious end terrace villa which has been extended and offers ideal family accommodation. The property accommodation extends to a welcoming reception hallway, good sized lounge, dining area with built in work station on open plan style to fitted kitchen, three piece shower room. On the up...","£120,000",0141 392 0076,https://www.rightmove.co.uk//property-for-sale/property-89616386.html
Garages for sale,"Garage 78, Dorchster Place, Kelvinside",20/03/2020,A single garage/ lock up in Kelvinside offering an ideal space for secure storage or parking. ,"£16,000",0141 392 0003,https://www.rightmove.co.uk//property-for-sale/property-90665894.html
3 bedroom flat for sale,"Flat 0/2, 1745, Great Western Road, Anniesland, Glasgow, G13 2UX",20/03/2020,Fabulous three bedroom ground floor flat in a red sandstone building sitting in a popular location just a few minutes walk from Anniesland Cross. EPC - D  ,"£135,000",0141 392 0217,https://www.rightmove.co.uk//property-for-sale/property-69225381.html
1 bedroom flat for sale,"Shakespeare Street, North Kelvinside",20/03/2020,A well-presented one-bedroom top floor flat set within this well-maintained red sandstone tenement. ,"£98,000",0141 392 0003,https://www.rightmove.co.uk//property-for-sale/property-90663401.html
2 bedroom flat for sale,"Old Edinburgh Road, Uddingston, Glasgow, G71",20/03/2020,"Spacious two bedroom lower cottage flat situated in a popular residential area in Uddingston. The property boasts well-proportioned rooms, which is mixed with a good layout.The accommodation, in brief extends to entrance hallway with storage, lounge, kitchen, two double bedrooms and bat...","£59,995",01698 650067,https://www.rightmove.co.uk//property-for-sale/property-78319549.html
1 bedroom apartment for sale,"Southbrae Drive,
Glasgow,
G13",20/03/2020,"Remote reservations are now available. Reserve for ?99. Our Sales Consultants are on hand to discuss this home - get in touch online or give us a call.
The generously proportioned one bedroom Type C apartment comprises of a contemporary open plan living area with ample storage space and sophistic...","£220,000",0141 392 0009,https://www.rightmove.co.uk//property-for-sale/property-90641168.html
2 bedroom apartment for sale,"Southbrae Drive,
Glasgow,
G13",20/03/2020,"Remote reservations are now available. Reserve for ?99. Our Sales Consultants are on hand to discuss this home - get in touch online or give us a call.
The luxurious Type J apartment comprises of an open plan living & dining area and two immaculate bedrooms. The high specification finish paired w...","£329,000",0141 392 0009,https://www.rightmove.co.uk//property-for-sale/property-90641162.html
2 bedroom end of terrace house for sale,"72 Churchill Drive, Broomhill, G11 7EZ",20/03/2020,"A fantastic, two bedroom end terraced house with driveway, garage and private rear garden that has recently undergone a complete refurbishment to the highest possible standard.","£259,000",0141 392 0135,https://www.rightmove.co.uk//property-for-sale/property-90661982.html
1 bedroom apartment for sale,"Breamish Place, Gardenhall",20/03/2020,"Rarely available one bedroom main door upper flat in popular Gardenhall locale, close to train station and amenities.","£69,000",01355 516022,https://www.rightmove.co.uk//property-for-sale/property-90661646.html
3 bedroom apartment for sale,"Springwell Crescent, Blantyre",20/03/2020,"Hello, are you looking for a good sized, 3 bedroom upper cottage flat, in a popular area within Blantyre? Would you like the opportunity to apply your creativity to good sized rooms all with lots of potential? How would you like it to be in a prime location with excellent access for tr (cont.)","£49,995",01698 650062,https://www.rightmove.co.uk//property-for-sale/property-86795738.html
2 bedroom apartment for sale,"Kirkintilloch Road,
Lenzie,
Glasgow,
G66",13/05/2020,***SPACIOUS 2 BEDROOM apartment split over 2 floors*** Don't miss out - 50% already sold. ALLOCATED parking. Fully fitted kitchen with INTEGRATED APPLIANCES INCLUDED. Refurbished school building with original features. ,"£365,000",01360 757024,https://www.rightmove.co.uk//property-for-sale/property-91616165.html
3 bedroom terraced house for sale,"Chalmers Crescent, East Kilbride",20/03/2020,"Hello, are you looking for an great size, ideal family home, 3 bedroom mid terraced, in a popular area of East Kilbride? Would you like a property that is in walk-in condition - just ready to put your furniture down? What about a spacious, bright lounge/dining area with real wooden f (cont.)","£119,995",01698 650062,https://www.rightmove.co.uk//property-for-sale/property-90661322.html
2 bedroom semi-detached house for sale,"Kinarvie Crescent, Glasgow, G53",19/03/2020," Rarely available extended two bedroom with attic room semi-detached family home in the highly popular locale of Crookston on the Southside of Glasgow. The property has been upgraded and recently decorated by the current owner and deserves internal inspection.
The accommodation is formed over t...","£145,000",0121 396 0877,https://www.rightmove.co.uk//property-for-sale/property-90645446.html
3 bedroom end of terrace house for sale," 17 Culzean Crescent, Newton Mearns, G77 5SW",18/02/2020,A well presented three bedroom end terraced villa within sought after location of Newton Mearns.,"£179,000",0141 392 0210,https://www.rightmove.co.uk//property-for-sale/property-89535035.html
1 bedroom flat for sale,"Formby Drive, Glasgow, G23",19/03/2020,"Patch Estate Agents are Delighted to welcome to the market this ideally located front door entry flat in the sought after area of Formby Drive, Summerston.","£73,995",0141 392 0324,https://www.rightmove.co.uk//property-for-sale/property-90417626.html
4 bedroom duplex for sale,"Whitefield Road, Flat 2/2, Ibrox, Glasgow, G51 2YD",19/03/2020,"HD Property Video Available. Quite simply one of the most stylish properties to come to the local market in recent years. Occupying a convenient and popular situation within Ibrox, this superb duplex four bedroom flat delivers style and character in abundance. Boasting gas central heating, bespo...","£169,000",0141 392 0182,https://www.rightmove.co.uk//property-for-sale/property-69205536.html
3 bedroom terraced house for sale,"60 Third Avenue, Kings park, G44 4TQ",19/03/2020,Positioned in the heart of a popular Southside address this substantial mid terraced home originally dates from the early 1900s.  The property has been meticulously maintained by our clients for over thirty years with five versatile apartments found over two levels.  Early internal inspection is ...,"£285,000",0141 392 0136,https://www.rightmove.co.uk//property-for-sale/property-90638948.html
